"","country","popularity","title","artist","album_single","artist_followers","explicit","album","release_date","track_number","tracks_in_album","danceability","energy","key","loudness","mode","speechiness","acoustics","instrumentalness","liveliness","valence","tempo","duration_ms","time_signature","genre_new","days_since_release","cluster"
"7","Global",34.4,"eleven","Khalid - Summer Walker","single",12829933,FALSE,"Eleven (feat. Summer Walker)","1/5/2020",1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,"r&b/soul",197,"global"
"8","USA",126.65,"eleven","Khalid - Summer Walker","single",12829933,FALSE,"Eleven (feat. Summer Walker)","1/5/2020",1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,"r&b/soul",197,"english speaking and nordic"
"9","UK",25.6,"eleven","Khalid - Summer Walker","single",12829933,FALSE,"Eleven (feat. Summer Walker)","1/5/2020",1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,"r&b/soul",197,"english speaking and nordic"
"10","Australia",40.8,"eleven","Khalid - Summer Walker","single",12829933,FALSE,"Eleven (feat. Summer Walker)","1/5/2020",1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,"r&b/soul",197,"english speaking and nordic"
"11","Canada",116.2,"eleven","Khalid - Summer Walker","single",12829933,FALSE,"Eleven (feat. Summer Walker)","1/5/2020",1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,"r&b/soul",197,"english speaking and nordic"
"12","Switzerland",23.2,"eleven","Khalid - Summer Walker","single",12829933,FALSE,"Eleven (feat. Summer Walker)","1/5/2020",1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,"r&b/soul",197,"english speaking and nordic"
"13","Denmark",53.6,"eleven","Khalid - Summer Walker","single",12829933,FALSE,"Eleven (feat. Summer Walker)","1/5/2020",1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,"r&b/soul",197,"english speaking and nordic"
"14","New Zealand",18.4,"eleven","Khalid - Summer Walker","single",12829933,FALSE,"Eleven (feat. Summer Walker)","1/5/2020",1,1,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,206080,4,"r&b/soul",197,"english speaking and nordic"
"15","Global",6459.65,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"global"
"16","USA",4477.55,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"17","UK",9105.9,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"18","Austria",1961.1,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"19","Australia",15825.65,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"20","Belgium",9301.05,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"21","Brazil",3.2,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"southern europe and portuguese heritage"
"22","Canada",5152.05,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"23","Switzerland",5295.65,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"24","Chile",27.2,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"spanish speaking"
"25","Colombia",403.2,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"spanish speaking"
"26","Costa Rica",1667.15,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"spanish speaking"
"27","Germany",1841.7,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"28","Denmark",4834.8,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"29","Finland",3773.25,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"30","Indonesia",221.6,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"southern europe and portuguese heritage"
"31","Ireland",8995.6,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"32","Mexico",759.2,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"spanish speaking"
"33","Malaysia",9777.2,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"34","Netherlands",6214.85,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"35","Norway",6744.65,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"36","New Zealand",16924.35,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"37","Philippines",3400.8,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"southern europe and portuguese heritage"
"38","Poland",46.4,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"39","Portugal",1603.1,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"southern europe and portuguese heritage"
"40","Sweden",5371.1,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"41","Singapore",11374.35,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"42","Taiwan",5423.75,"to die for","Sam Smith","single",14303985,FALSE,"To Die For","14/2/2020",1,1,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,"pop",274,"english speaking and nordic"
"43","Global",909.85,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"global"
"44","USA",1867.1,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"45","UK",133.6,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"46","Australia",6947.55,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"47","Belgium",24,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"48","Canada",1836.5,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"49","Finland",66.4,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"50","Ireland",307.2,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"51","Malaysia",746.4,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"52","New Zealand",1252.45,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"53","Portugal",12.8,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"southern europe and portuguese heritage"
"54","Singapore",972.8,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"55","Taiwan",553.6,"graveyard","Halsey","album",12622150,FALSE,"Manic","17/1/2020",3,16,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,"pop",302,"english speaking and nordic"
"56","Global",18495.25,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"global"
"57","USA",4304.3,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"58","UK",22921,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"59","Argentina",5576.3,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"spanish speaking"
"60","Austria",15025.8,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"61","Australia",13856.2,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"62","Belgium",30545.85,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"63","Brazil",8493.6,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"southern europe and portuguese heritage"
"64","Canada",5001.8,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"65","Switzerland",11442.05,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"66","Chile",4466.85,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"spanish speaking"
"67","Colombia",5392.25,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"spanish speaking"
"68","Costa Rica",6051.95,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"spanish speaking"
"69","Germany",11084.3,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"70","Denmark",4324.9,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"71","Ecuador",3624.05,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"spanish speaking"
"72","Spain",16081.6,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"spanish speaking"
"73","Finland",19108.9,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"74","France",18526.75,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"southern europe and portuguese heritage"
"75","Ireland",23628.4,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"76","Italy",9862.6,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"southern europe and portuguese heritage"
"77","Mexico",9466.8,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"spanish speaking"
"78","Malaysia",6041.4,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"79","Netherlands",16458.15,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"80","Norway",11857.7,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"81","New Zealand",12954.45,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"82","Peru",4047.85,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"spanish speaking"
"83","Philippines",4651.9,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"southern europe and portuguese heritage"
"84","Poland",29381.4,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"85","Portugal",18328.9,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"southern europe and portuguese heritage"
"86","Sweden",3373.6,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"87","Singapore",8693.1,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"88","Turkey",1602.65,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"southern europe and portuguese heritage"
"89","Taiwan",8734.2,"physical","Dua Lipa","album",20575026,FALSE,"Future Nostalgia","27/3/2020",4,11,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,4,"pop",232,"english speaking and nordic"
"109","Global",429.8,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"global"
"110","USA",1577.4,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"111","UK",272.3,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"112","Austria",116,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"113","Australia",132,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"114","Belgium",219.2,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"115","Canada",2365.7,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"116","Switzerland",701.8,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"117","Germany",21.6,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"118","Denmark",205.55,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"119","Finland",34.4,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"120","France",37.6,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"southern europe and portuguese heritage"
"121","Ireland",82.4,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"122","Netherlands",336.45,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"123","Norway",333.6,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"124","New Zealand",12,"make it rain","Pop Smoke - Rowdy Rebel","single",2441830,TRUE,"Make It Rain","12/6/2020",1,1,0.54,0.77,1,-3.981,1,0.389,0.194,2.74e-05,0.372,0.565,159.494,204000,4,"trap",155,"english speaking and nordic"
"125","Global",10882.75,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"global"
"126","UK",30831.7,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"127","Austria",2919.2,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"128","Australia",25180.75,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"129","Belgium",21865.15,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"130","Canada",2745.8,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"131","Switzerland",5016,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"132","Germany",3505.6,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"133","Denmark",20665.75,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"134","Finland",2844,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"135","France",10156.4,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"southern europe and portuguese heritage"
"136","Ireland",34001.45,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
"137","Netherlands",25057.9,"secrets","Regard - RAYE","single",105987,TRUE,"Secrets","24/4/2020",1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,"dance/electronic",204,"english speaking and nordic"
