"","country","popularity","title","artist","album_single","artist_followers","explicit","album","release_date","track_number","tracks_in_album","danceability","energy","key","loudness","mode","speechiness","acoustics","instrumentalness","liveliness","valence","tempo","duration_ms","time_signature","genre_new","days_since_release","cluster"
"5725","Austria",2060.25,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5726","Australia",3725.45,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5727","Belgium",2338.85,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5728","Switzerland",1579.7,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5729","Costa Rica",110.35,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"spanish speaking"
"5730","Germany",1276.15,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5731","Denmark",2537.65,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5732","Finland",2689.85,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5733","France",12,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"southern europe and portuguese heritage"
"5734","Ireland",3896.3,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5735","Italy",28,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"southern europe and portuguese heritage"
"5736","Malaysia",88,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5737","Netherlands",1698.25,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5738","Norway",3365.9,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5739","New Zealand",3458.8,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5740","Portugal",1750.1,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"southern europe and portuguese heritage"
"5741","Sweden",2028.2,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5742","Singapore",358.05,"conversations","Juice WRLD","album",13266070,TRUE,"Legends Never Die","10/7/2020",2,21,0.747,0.622,11,-5.825,1,0.0838,0.176,0,0.151,0.57,159.93,181661,4,"rap",127,"english speaking and nordic"
"5760","Global",145.3,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"global"
"5761","USA",85.85,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"english speaking and nordic"
"5762","UK",11.2,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"english speaking and nordic"
"5763","Argentina",70.4,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"spanish speaking"
"5764","Brazil",40.8,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"southern europe and portuguese heritage"
"5765","Chile",58.4,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"spanish speaking"
"5766","Colombia",49.6,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"spanish speaking"
"5767","Ecuador",18.4,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"spanish speaking"
"5768","Finland",37.6,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"english speaking and nordic"
"5769","Indonesia",176.05,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"southern europe and portuguese heritage"
"5770","Malaysia",550.75,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"english speaking and nordic"
"5771","Peru",101.15,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"spanish speaking"
"5772","Philippines",292.65,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"southern europe and portuguese heritage"
"5773","Poland",109.65,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"english speaking and nordic"
"5774","Portugal",79.2,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"southern europe and portuguese heritage"
"5775","Singapore",506.25,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"english speaking and nordic"
"5776","Turkey",35.2,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"southern europe and portuguese heritage"
"5777","Taiwan",377.1,"moonlight","Agust D","album",3258648,TRUE,"D-2","22/5/2020",1,10,0.689,0.729,7,-5.801,1,0.225,0.273,0,0.059,0.773,97.057,163016,4,"rap",176,"english speaking and nordic"
"5778","Global",13752.35,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"global"
"5779","USA",4136.8,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5780","UK",17086.05,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5781","Austria",15566.5,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5782","Australia",14728.65,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5783","Belgium",12239.05,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5784","Canada",14366.75,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5785","Switzerland",15120.9,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5786","Germany",14474.3,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5787","Denmark",15218.8,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5788","Spain",5.6,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"spanish speaking"
"5789","Finland",18786.3,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5790","France",8301.3,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"southern europe and portuguese heritage"
"5791","Ireland",18985.2,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5792","Italy",673.5,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"southern europe and portuguese heritage"
"5793","Malaysia",7032.8,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5794","Netherlands",13781.9,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5795","Norway",19705.3,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5796","New Zealand",12810.05,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5797","Philippines",1293.6,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"southern europe and portuguese heritage"
"5798","Poland",13587.1,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5799","Portugal",8796.1,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"southern europe and portuguese heritage"
"5800","Sweden",16054.05,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5801","Singapore",11402.3,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5802","Taiwan",4602.15,"take you dancing","Jason Derulo","single",8406712,FALSE,"Take You Dancing","22/7/2020",1,1,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,4,"pop",115,"english speaking and nordic"
"5819","Global",165.9,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"global"
"5820","USA",776.85,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5821","Austria",466.5,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5822","Canada",1110.75,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5823","Switzerland",292.1,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5824","Germany",173.6,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5825","Denmark",75.2,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5826","Finland",2027.95,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5827","Malaysia",719.55,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5828","Norway",1764.05,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5829","Sweden",148.45,"hate the way","G-Eazy - blackbear","single",4646328,TRUE,"Hate The Way (feat. blackbear)","16/10/2020",1,1,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4,"hip hop",29,"english speaking and nordic"
"5830","Global",1081.2,"i do it","Lil Wayne - Big Sean - Lil Baby","album",9717614,TRUE,"Funeral","31/1/2020",4,24,0.804,0.528,1,-3.231,1,0.378,0.125,0,0.41,0.321,138.005,184440,4,"hip hop",288,"global"
"5831","USA",3693.95,"i do it","Lil Wayne - Big Sean - Lil Baby","album",9717614,TRUE,"Funeral","31/1/2020",4,24,0.804,0.528,1,-3.231,1,0.378,0.125,0,0.41,0.321,138.005,184440,4,"hip hop",288,"english speaking and nordic"
"5832","Canada",3934.55,"i do it","Lil Wayne - Big Sean - Lil Baby","album",9717614,TRUE,"Funeral","31/1/2020",4,24,0.804,0.528,1,-3.231,1,0.378,0.125,0,0.41,0.321,138.005,184440,4,"hip hop",288,"english speaking and nordic"
"5833","Switzerland",5.6,"i do it","Lil Wayne - Big Sean - Lil Baby","album",9717614,TRUE,"Funeral","31/1/2020",4,24,0.804,0.528,1,-3.231,1,0.378,0.125,0,0.41,0.321,138.005,184440,4,"hip hop",288,"english speaking and nordic"
"5834","Norway",49.6,"i do it","Lil Wayne - Big Sean - Lil Baby","album",9717614,TRUE,"Funeral","31/1/2020",4,24,0.804,0.528,1,-3.231,1,0.378,0.125,0,0.41,0.321,138.005,184440,4,"hip hop",288,"english speaking and nordic"
"5847","Global",3250.8,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"global"
"5848","USA",4328.8,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5849","UK",1723.9,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5850","Austria",599.6,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5851","Australia",2224.65,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5852","Belgium",916.5,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5853","Canada",3332.15,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5854","Switzerland",1432.8,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5855","Colombia",313.6,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"spanish speaking"
"5856","Costa Rica",464.05,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"spanish speaking"
"5857","Germany",605.95,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5858","Denmark",2727.45,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5859","Ecuador",601.2,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"spanish speaking"
"5860","Finland",1982.3,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5861","France",579.25,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"southern europe and portuguese heritage"
"5862","Ireland",1288.65,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5863","Italy",277.6,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"southern europe and portuguese heritage"
"5864","Mexico",906.65,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"spanish speaking"
"5865","Malaysia",1540.85,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5866","Netherlands",10186.5,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5867","Norway",1883.35,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5868","New Zealand",954.35,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5869","Peru",28.8,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"spanish speaking"
"5870","Philippines",101.6,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"southern europe and portuguese heritage"
"5871","Poland",769.3,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5872","Portugal",1177.8,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"southern europe and portuguese heritage"
"5873","Sweden",2365.15,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5874","Singapore",1489.35,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"english speaking and nordic"
"5875","Turkey",235.1,"save your tears","The Weeknd","album",25562055,TRUE,"After Hours","20/3/2020",11,14,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,"r&b/soul",239,"southern europe and portuguese heritage"
"5876","Global",112.8,"my window","YoungBoy Never Broke Again - Lil Wayne","album",5749977,TRUE,"Top","11/9/2020",7,21,0.778,0.662,8,-6.081,0,0.308,0.187,0,0.116,0.571,149.935,192000,4,"rap",64,"global"
"5877","USA",1358.6,"my window","YoungBoy Never Broke Again - Lil Wayne","album",5749977,TRUE,"Top","11/9/2020",7,21,0.778,0.662,8,-6.081,0,0.308,0.187,0,0.116,0.571,149.935,192000,4,"rap",64,"english speaking and nordic"
"5878","Canada",353.25,"my window","YoungBoy Never Broke Again - Lil Wayne","album",5749977,TRUE,"Top","11/9/2020",7,21,0.778,0.662,8,-6.081,0,0.308,0.187,0,0.116,0.571,149.935,192000,4,"rap",64,"english speaking and nordic"
"5879","Global",5.6,"back to the streets","Saweetie - Jhené Aiko","single",793305,TRUE,"Back to the Streets (feat. Jhené Aiko)","23/10/2020",1,1,0.865,0.792,4,-4.207,1,0.0677,0.168,1.46e-05,0.107,0.562,101.985,189496,4,"rap",22,"global"
"5880","USA",636.3,"back to the streets","Saweetie - Jhené Aiko","single",793305,TRUE,"Back to the Streets (feat. Jhené Aiko)","23/10/2020",1,1,0.865,0.792,4,-4.207,1,0.0677,0.168,1.46e-05,0.107,0.562,101.985,189496,4,"rap",22,"english speaking and nordic"
"5881","UK",21.6,"back to the streets","Saweetie - Jhené Aiko","single",793305,TRUE,"Back to the Streets (feat. Jhené Aiko)","23/10/2020",1,1,0.865,0.792,4,-4.207,1,0.0677,0.168,1.46e-05,0.107,0.562,101.985,189496,4,"rap",22,"english speaking and nordic"
